,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
30741,INN30742,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2018,10,16,Online,0,0,0,160.0,1,Not_Canceled
14230,INN14231,2,0,0,4,Meal Plan 1,0,Room_Type 1,69,2018,4,13,Online,0,0,0,99.45,2,Not_Canceled
13981,INN13982,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled
12354,INN12355,2,0,0,3,Not Selected,0,Room_Type 1,57,2018,11,17,Online,0,0,0,79.2,2,Not_Canceled
26812,INN26813,1,0,2,0,Meal Plan 2,0,Room_Type 1,200,2018,10,23,Offline,0,0,0,90.0,0,Not_Canceled
23808,INN23809,3,0,2,3,Meal Plan 1,0,Room_Type 1,61,2018,11,12,Offline,0,0,0,92.65,2,Not_Canceled
29457,INN29458,2,0,2,5,Meal Plan 1,0,Room_Type 4,96,2018,11,6,Offline,0,0,0,78.2,0,Canceled
30853,INN30854,2,2,2,3,Meal Plan 1,0,Room_Type 6,54,2018,6,9,Online,0,0,0,198.9,2,Not_Canceled
3586,INN03587,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,Online,0,0,0,70.0,0,Canceled
11717,INN11718,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
4734,INN04735,2,2,0,1,Meal Plan 1,0,Room_Type 2,4,2018,6,16,Online,0,0,0,263.55,0,Canceled
10271,INN10272,1,0,2,2,Meal Plan 1,0,Room_Type 1,24,2018,4,30,Online,0,0,0,133.5,1,Not_Canceled
3989,INN03990,1,0,0,1,Not Selected,0,Room_Type 1,36,2018,10,13,Online,0,0,0,102.6,2,Not_Canceled
32391,INN32392,2,0,2,5,Meal Plan 1,0,Room_Type 1,198,2018,7,1,Online,0,0,0,90.95,1,Not_Canceled
4356,INN04357,2,0,2,3,Meal Plan 1,0,Room_Type 4,130,2018,9,10,Offline,0,0,0,99.95,0,Not_Canceled
24812,INN24813,2,2,2,3,Meal Plan 1,0,Room_Type 6,38,2018,9,11,Online,0,0,0,207.9,1,Canceled
19917,INN19918,2,0,2,5,Meal Plan 1,0,Room_Type 1,20,2017,9,1,Online,0,0,0,76.81,0,Not_Canceled
135,INN00136,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,2017,10,9,Online,0,0,0,155.0,2,Not_Canceled
6407,INN06408,2,1,4,6,Meal Plan 1,0,Room_Type 1,118,2018,6,26,Online,0,0,0,113.33,2,Not_Canceled
36190,INN36191,2,0,2,5,Meal Plan 1,0,Room_Type 1,147,2018,7,25,Offline,0,0,0,72.25,0,Not_Canceled
27132,INN27133,2,1,2,2,Meal Plan 1,0,Room_Type 1,170,2018,7,30,Online,0,0,0,114.75,1,Canceled
28030,INN28031,2,0,0,4,Meal Plan 1,0,Room_Type 2,11,2017,9,8,Offline,0,0,0,78.94,1,Not_Canceled
15114,INN15115,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,2018,11,4,Online,0,0,0,90.0,2,Not_Canceled
27122,INN27123,2,0,1,2,Meal Plan 1,0,Room_Type 1,28,2018,6,20,Offline,0,0,0,85.5,0,Not_Canceled
21102,INN21103,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2017,10,30,Offline,0,0,0,95.0,0,Not_Canceled
764,INN00765,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Online,0,0,0,115.0,0,Canceled
5934,INN05935,2,1,2,3,Meal Plan 1,0,Room_Type 1,95,2018,7,1,Online,0,0,0,130.5,1,Not_Canceled
34545,INN34546,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185.0,0,Not_Canceled
26175,INN26176,2,0,2,1,Meal Plan 1,0,Room_Type 1,20,2018,7,23,Online,0,0,0,151.0,1,Not_Canceled
17371,INN17372,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,4,4,Offline,0,0,0,80.0,0,Canceled
34603,INN34604,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
17824,INN17825,2,0,0,5,Meal Plan 1,0,Room_Type 2,43,2018,2,23,Online,0,0,0,66.43,0,Canceled
28200,INN28201,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80.0,0,Not_Canceled
27630,INN27631,2,1,2,1,Meal Plan 1,0,Room_Type 1,126,2018,8,6,Online,0,0,0,130.5,0,Canceled
11090,INN11091,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,65.0,0,Not_Canceled
5597,INN05598,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120.0,0,Canceled
10866,INN10867,2,0,1,3,Not Selected,0,Room_Type 1,49,2018,10,3,Online,0,0,0,108.0,0,Canceled
22263,INN22264,2,0,0,1,Meal Plan 1,0,Room_Type 1,28,2018,9,27,Offline,1,0,12,75.0,2,Not_Canceled
34906,INN34907,2,0,0,3,Meal Plan 1,0,Room_Type 1,4,2018,1,12,Online,1,11,4,80.3,1,Not_Canceled
3545,INN03546,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,Online,0,0,0,70.0,0,Canceled
33654,INN33655,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,Canceled
32223,INN32224,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,11,24,Online,0,0,0,88.4,0,Canceled
26579,INN26580,2,0,0,1,Not Selected,0,Room_Type 1,6,2018,3,4,Online,0,0,0,100.0,0,Not_Canceled
2561,INN02562,2,0,2,1,Not Selected,0,Room_Type 1,18,2018,10,29,Online,0,0,0,120.0,1,Canceled
20100,INN20101,3,0,2,2,Meal Plan 1,0,Room_Type 4,69,2018,7,16,Online,0,0,0,139.5,3,Not_Canceled
10750,INN10751,1,0,1,0,Meal Plan 1,0,Room_Type 4,4,2018,10,10,Aviation,0,0,0,110.0,0,Not_Canceled
14162,INN14163,2,0,1,2,Meal Plan 1,0,Room_Type 4,29,2018,8,26,Online,0,0,0,150.8,1,Not_Canceled
8364,INN08365,2,0,0,3,Not Selected,0,Room_Type 1,16,2018,12,29,Online,0,0,0,120.0,1,Not_Canceled
35470,INN35471,2,0,0,3,Meal Plan 1,0,Room_Type 1,94,2017,7,14,Online,0,0,0,76.5,1,Canceled
16757,INN16758,1,0,0,1,Not Selected,0,Room_Type 1,14,2018,11,2,Online,0,0,0,100.0,1,Not_Canceled
28099,INN28100,1,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,90.0,0,Not_Canceled
7058,INN07059,2,0,2,1,Meal Plan 1,0,Room_Type 1,108,2018,4,30,Online,0,0,0,77.03,1,Not_Canceled
21132,INN21133,1,0,0,2,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled
16386,INN16387,2,0,2,6,Not Selected,0,Room_Type 1,11,2018,8,12,Online,0,0,0,139.0,0,Canceled
8535,INN08536,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2018,8,15,Online,0,0,0,90.95,1,Not_Canceled
26226,INN26227,2,0,0,2,Meal Plan 2,0,Room_Type 1,291,2018,8,19,Offline,0,0,0,115.0,0,Canceled
14235,INN14236,2,2,4,6,Meal Plan 1,0,Room_Type 6,7,2018,6,12,Online,0,0,0,213.0,0,Canceled
17490,INN17491,2,1,0,3,Meal Plan 2,0,Room_Type 1,13,2018,7,19,Online,0,0,0,208.83,3,Not_Canceled
35175,INN35176,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
11215,INN11216,2,0,2,5,Meal Plan 1,0,Room_Type 1,31,2018,8,23,Online,0,0,0,129.6,1,Not_Canceled
18879,INN18880,2,0,0,3,Meal Plan 2,0,Room_Type 1,13,2018,4,26,Offline,0,0,0,96.0,0,Not_Canceled
34777,INN34778,2,2,1,2,Meal Plan 1,0,Room_Type 6,5,2018,4,22,Online,0,0,0,201.0,2,Not_Canceled
10842,INN10843,2,0,0,1,Not Selected,0,Room_Type 1,15,2018,6,23,Online,0,0,0,89.0,1,Canceled
18695,INN18696,1,0,0,3,Meal Plan 1,0,Room_Type 4,10,2018,4,20,Online,0,0,0,104.72,1,Canceled
1666,INN01667,2,0,0,2,Meal Plan 1,0,Room_Type 1,10,2018,1,15,Online,0,0,0,87.0,1,Not_Canceled
8092,INN08093,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75.0,0,Not_Canceled
13467,INN13468,2,0,0,1,Not Selected,0,Room_Type 1,11,2017,11,17,Online,0,0,0,85.0,1,Not_Canceled
10133,INN10134,3,0,0,5,Meal Plan 1,0,Room_Type 4,42,2018,8,23,Online,0,0,0,168.3,0,Not_Canceled
6867,INN06868,1,0,0,4,Meal Plan 1,0,Room_Type 1,5,2017,9,8,Online,0,0,0,114.0,2,Not_Canceled
34702,INN34703,2,0,2,3,Meal Plan 1,0,Room_Type 1,172,2018,10,23,Offline,0,0,0,80.75,0,Not_Canceled
1382,INN01383,2,0,0,3,Meal Plan 1,0,Room_Type 1,308,2018,11,23,Online,0,0,0,78.3,2,Canceled
21781,INN21782,2,0,0,1,Not Selected,0,Room_Type 1,19,2018,7,29,Online,0,0,0,99.0,1,Not_Canceled
28992,INN28993,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
13862,INN13863,2,0,1,0,Not Selected,0,Room_Type 1,48,2018,11,6,Online,0,0,0,79.2,1,Not_Canceled
6474,INN06475,2,0,0,4,Not Selected,0,Room_Type 1,76,2018,4,12,Online,0,0,0,80.75,0,Canceled
17927,INN17928,2,0,0,3,Meal Plan 1,0,Room_Type 1,179,2018,7,19,Offline,0,0,0,81.25,1,Not_Canceled
5734,INN05735,1,0,0,2,Meal Plan 1,0,Room_Type 1,37,2018,9,8,Offline,0,0,0,90.0,0,Not_Canceled
5893,INN05894,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89.0,0,Canceled
20316,INN20317,2,2,1,4,Meal Plan 1,0,Room_Type 6,26,2018,4,25,Online,0,0,0,197.78,0,Canceled
31399,INN31400,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
4214,INN04215,2,0,0,1,Meal Plan 1,0,Room_Type 1,73,2018,5,7,Online,0,0,0,126.9,0,Canceled
12424,INN12425,2,0,2,2,Meal Plan 1,0,Room_Type 1,34,2017,10,4,Online,0,0,0,94.5,1,Not_Canceled
28279,INN28280,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Offline,0,0,0,90.67,1,Not_Canceled
29930,INN29931,2,0,0,1,Meal Plan 1,0,Room_Type 1,31,2018,10,4,Online,0,0,0,134.1,1,Not_Canceled
19650,INN19651,2,0,2,5,Meal Plan 1,0,Room_Type 4,157,2018,10,1,Online,0,0,0,132.3,0,Canceled
8855,INN08856,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,2018,12,2,Online,0,0,0,89.89,0,Not_Canceled
17962,INN17963,1,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,12,9,Corporate,0,0,0,65.0,0,Not_Canceled
31176,INN31177,2,0,2,5,Meal Plan 2,0,Room_Type 1,49,2018,5,19,Offline,0,0,0,106.25,0,Not_Canceled
16509,INN16510,2,1,1,2,Meal Plan 1,0,Room_Type 1,71,2018,9,2,Online,0,0,0,152.1,2,Not_Canceled
14220,INN14221,3,0,2,1,Meal Plan 2,0,Room_Type 1,1,2017,8,15,Offline,0,0,0,138.5,1,Not_Canceled
5342,INN05343,1,0,0,1,Meal Plan 1,1,Room_Type 1,4,2018,8,30,Corporate,0,0,0,67.0,0,Not_Canceled
2199,INN02200,2,2,0,3,Meal Plan 1,0,Room_Type 6,50,2018,8,30,Online,0,0,0,181.8,0,Not_Canceled
34171,INN34172,1,0,0,5,Meal Plan 1,0,Room_Type 1,139,2018,10,4,Online,0,0,0,102.06,0,Canceled
7735,INN07736,3,0,2,3,Meal Plan 1,0,Room_Type 4,53,2017,9,26,Offline,0,0,0,167.22,1,Not_Canceled
24104,INN24105,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,5,5,Offline,0,0,0,100.0,0,Canceled
3524,INN03525,1,0,0,2,Meal Plan 1,0,Room_Type 1,119,2018,4,15,Online,0,0,0,90.9,0,Not_Canceled
1558,INN01559,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89.0,0,Canceled
7683,INN07684,2,0,2,1,Meal Plan 1,0,Room_Type 1,15,2018,2,20,Online,0,0,0,93.0,0,Not_Canceled
1529,INN01530,2,0,0,3,Meal Plan 1,0,Room_Type 1,249,2018,9,7,Online,0,0,0,126.9,1,Canceled
30349,INN30350,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,2018,9,30,Offline,0,0,0,160.0,0,Canceled
26297,INN26298,2,0,1,3,Not Selected,0,Room_Type 1,97,2018,4,25,Online,0,0,0,80.75,1,Not_Canceled
32209,INN32210,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
31119,INN31120,2,0,0,2,Meal Plan 2,0,Room_Type 1,34,2017,10,14,Online,0,0,0,108.9,0,Not_Canceled
27939,INN27940,2,0,2,8,Meal Plan 1,0,Room_Type 2,302,2018,8,2,Online,0,0,0,74.6,1,Not_Canceled
13741,INN13742,2,0,0,3,Meal Plan 1,0,Room_Type 1,117,2018,5,5,Online,0,0,0,105.3,0,Not_Canceled
17457,INN17458,2,0,0,4,Meal Plan 1,0,Room_Type 1,126,2018,5,4,Online,0,0,0,76.58,1,Not_Canceled
3119,INN03120,2,0,2,2,Not Selected,0,Room_Type 1,52,2018,3,13,Online,0,0,0,51.0,0,Not_Canceled
18326,INN18327,2,0,0,2,Meal Plan 1,1,Room_Type 1,73,2018,5,18,Online,0,0,0,135.9,1,Not_Canceled
13205,INN13206,3,0,0,2,Meal Plan 1,0,Room_Type 4,5,2018,12,2,Online,0,0,0,166.5,2,Not_Canceled
29367,INN29368,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,3,21,Online,0,0,0,108.0,1,Canceled
30175,INN30176,2,0,2,4,Meal Plan 1,0,Room_Type 1,29,2018,1,31,Online,0,0,0,79.75,1,Not_Canceled
14422,INN14423,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,10,6,Complementary,1,0,31,0.0,4,Not_Canceled
14839,INN14840,2,0,0,2,Meal Plan 1,0,Room_Type 1,11,2018,1,15,Online,0,0,0,89.0,1,Not_Canceled
4901,INN04902,1,0,1,0,Meal Plan 1,1,Room_Type 1,13,2018,12,5,Online,0,0,0,96.0,0,Not_Canceled
5680,INN05681,2,0,0,4,Meal Plan 1,0,Room_Type 1,28,2017,11,11,Offline,0,0,0,85.6,0,Not_Canceled
27148,INN27149,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120.0,0,Canceled
23549,INN23550,2,0,1,0,Meal Plan 1,0,Room_Type 1,166,2018,6,26,Online,0,0,0,96.3,1,Not_Canceled
621,INN00622,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2018,4,29,Offline,0,0,0,89.75,0,Not_Canceled
16632,INN16633,2,0,1,3,Meal Plan 1,0,Room_Type 1,50,2018,8,29,Offline,0,0,0,87.84,0,Not_Canceled
29797,INN29798,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
9155,INN09156,2,0,0,3,Meal Plan 1,0,Room_Type 1,41,2018,11,2,Offline,0,0,0,75.0,0,Not_Canceled
6897,INN06898,1,0,0,2,Not Selected,0,Room_Type 1,5,2018,9,6,Online,0,0,0,110.11,1,Not_Canceled
34207,INN34208,2,0,1,1,Meal Plan 1,0,Room_Type 4,53,2018,9,3,Online,0,0,0,123.3,2,Not_Canceled
12941,INN12942,2,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,10,29,Online,0,0,0,140.0,2,Not_Canceled
8386,INN08387,2,0,2,1,Meal Plan 1,0,Room_Type 4,172,2018,9,18,Offline,0,0,0,90.95,1,Not_Canceled
19349,INN19350,3,0,0,4,Meal Plan 1,0,Room_Type 1,155,2018,8,9,Online,0,0,0,115.68,1,Canceled
27200,INN27201,2,1,0,3,Meal Plan 1,0,Room_Type 6,193,2018,12,29,Online,0,0,0,160.2,0,Not_Canceled
4433,INN04434,2,0,1,1,Meal Plan 1,0,Room_Type 1,80,2018,5,2,Online,0,0,0,126.9,1,Not_Canceled
22450,INN22451,2,0,2,3,Meal Plan 1,0,Room_Type 1,25,2017,11,22,Offline,0,0,0,65.0,0,Not_Canceled
8872,INN08873,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,2017,10,1,Online,0,0,0,138.67,0,Not_Canceled
30565,INN30566,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,4,21,Online,0,0,0,81.08,0,Canceled
11851,INN11852,1,0,1,0,Meal Plan 1,0,Room_Type 1,11,2018,5,23,Online,0,0,0,95.0,0,Canceled
31749,INN31750,2,0,0,1,Not Selected,0,Room_Type 1,103,2018,4,21,Online,0,0,0,76.5,0,Canceled
19910,INN19911,2,0,0,3,Not Selected,0,Room_Type 1,52,2018,4,12,Online,0,0,0,94.5,0,Canceled
4253,INN04254,2,0,1,3,Meal Plan 1,0,Room_Type 1,65,2018,5,9,Online,0,0,0,119.85,1,Not_Canceled
1439,INN01440,2,0,2,2,Meal Plan 1,0,Room_Type 1,54,2018,10,16,Offline,0,0,0,81.0,0,Not_Canceled
4546,INN04547,2,0,2,5,Meal Plan 2,0,Room_Type 1,142,2018,5,29,Offline,0,0,0,110.75,0,Not_Canceled
19428,INN19429,1,0,0,2,Meal Plan 1,0,Room_Type 4,8,2018,5,10,Online,0,0,0,108.57,1,Canceled
14761,INN14762,3,0,2,5,Meal Plan 2,0,Room_Type 4,98,2018,8,12,Online,0,0,0,212.4,2,Canceled
29772,INN29773,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0,Not_Canceled
30170,INN30171,1,0,1,0,Meal Plan 1,0,Room_Type 1,49,2018,5,30,Online,0,0,0,121.5,1,Not_Canceled
18561,INN18562,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Offline,0,0,0,85.0,0,Canceled
27264,INN27265,1,0,1,2,Meal Plan 2,0,Room_Type 1,80,2018,9,26,Offline,0,0,0,86.0,0,Not_Canceled
13924,INN13925,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
3194,INN03195,2,0,0,3,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Online,0,0,0,101.33,1,Canceled
6221,INN06222,2,0,1,2,Meal Plan 1,0,Room_Type 1,159,2018,9,19,Online,0,0,0,144.0,0,Canceled
25700,INN25701,2,0,1,3,Not Selected,0,Room_Type 1,45,2018,3,7,Online,0,0,0,63.75,0,Canceled
4645,INN04646,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,4,25,Offline,0,0,0,75.0,0,Not_Canceled
15207,INN15208,2,0,2,5,Meal Plan 1,0,Room_Type 1,42,2017,10,26,Online,0,0,0,98.36,1,Not_Canceled
23658,INN23659,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,11,24,Offline,0,0,0,95.0,0,Not_Canceled
12514,INN12515,3,0,2,1,Meal Plan 1,0,Room_Type 6,54,2018,10,9,Online,0,0,0,146.92,2,Not_Canceled
14156,INN14157,2,0,2,1,Meal Plan 1,0,Room_Type 4,67,2018,9,18,Online,0,0,0,149.4,1,Not_Canceled
10500,INN10501,2,0,1,5,Meal Plan 2,0,Room_Type 1,94,2018,3,28,Offline,0,0,0,110.75,1,Not_Canceled
12684,INN12685,2,0,1,2,Not Selected,0,Room_Type 1,108,2018,5,2,Online,0,0,0,94.5,1,Not_Canceled
17000,INN17001,1,0,0,2,Meal Plan 1,0,Room_Type 1,39,2018,3,4,Online,0,0,0,77.5,1,Not_Canceled
31036,INN31037,2,0,1,3,Meal Plan 1,0,Room_Type 1,53,2018,4,11,Online,0,0,0,76.58,1,Not_Canceled
23385,INN23386,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
16478,INN16479,2,0,2,2,Meal Plan 1,0,Room_Type 4,2,2018,1,3,Online,0,0,0,79.6,0,Not_Canceled
18527,INN18528,1,0,0,1,Not Selected,0,Room_Type 1,28,2018,10,19,Online,0,0,0,87.01,1,Not_Canceled
25245,INN25246,2,0,1,1,Meal Plan 1,0,Room_Type 4,34,2018,9,24,Online,0,0,0,143.55,1,Canceled
20730,INN20731,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
33261,INN33262,2,2,1,2,Meal Plan 1,0,Room_Type 2,3,2018,2,12,Online,0,0,0,85.03,2,Not_Canceled
33231,INN33232,3,0,1,2,Meal Plan 1,0,Room_Type 1,155,2018,6,27,Online,0,0,0,128.7,0,Canceled
16293,INN16294,2,0,0,4,Meal Plan 1,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,70.0,0,Canceled
19065,INN19066,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,91.0,0,Not_Canceled
6947,INN06948,2,0,0,4,Not Selected,0,Room_Type 1,91,2017,12,30,Offline,0,0,0,60.5,0,Not_Canceled
23905,INN23906,2,0,2,5,Meal Plan 1,0,Room_Type 4,171,2018,7,20,Online,0,0,0,106.13,1,Canceled
33796,INN33797,2,1,2,2,Meal Plan 1,0,Room_Type 1,26,2018,8,7,Online,0,0,0,169.0,2,Not_Canceled
23839,INN23840,2,0,2,4,Meal Plan 1,0,Room_Type 4,79,2018,4,3,Online,0,0,0,95.2,0,Canceled
12412,INN12413,3,0,1,1,Meal Plan 1,0,Room_Type 4,63,2018,7,18,Online,0,0,0,137.7,2,Not_Canceled
22228,INN22229,3,0,2,3,Meal Plan 1,0,Room_Type 1,37,2018,6,19,Offline,0,0,0,105.4,1,Not_Canceled
28165,INN28166,2,0,2,5,Meal Plan 1,0,Room_Type 4,182,2018,9,22,Offline,0,0,0,90.95,1,Not_Canceled
33954,INN33955,2,0,1,0,Not Selected,1,Room_Type 1,6,2018,9,19,Online,0,0,0,183.1,0,Not_Canceled
26356,INN26357,2,0,0,3,Meal Plan 1,0,Room_Type 1,68,2017,12,31,Offline,0,0,0,71.33,0,Not_Canceled
26382,INN26383,1,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,4,20,Corporate,1,0,5,67.0,1,Not_Canceled
17577,INN17578,2,0,0,4,Meal Plan 1,0,Room_Type 1,136,2018,10,5,Online,0,0,0,118.8,0,Canceled
21376,INN21377,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,11,10,Complementary,0,0,0,0.0,0,Not_Canceled
15816,INN15817,3,0,2,5,Meal Plan 2,0,Room_Type 4,70,2018,12,3,Online,0,0,0,167.45,1,Not_Canceled
30516,INN30517,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,80.0,0,Not_Canceled
94,INN00095,2,0,2,5,Meal Plan 1,0,Room_Type 1,171,2018,8,30,Online,0,0,0,111.59,0,Canceled
29966,INN29967,3,0,0,2,Meal Plan 1,0,Room_Type 4,44,2018,7,1,Online,0,0,0,150.3,0,Canceled
33311,INN33312,2,0,2,1,Meal Plan 1,0,Room_Type 1,86,2018,6,19,Online,0,0,0,126.9,1,Not_Canceled
18090,INN18091,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2018,9,18,Online,0,0,0,162.33,2,Not_Canceled
19908,INN19909,2,0,1,4,Meal Plan 1,0,Room_Type 1,77,2017,11,16,Online,0,0,0,72.25,2,Canceled
14760,INN14761,2,0,1,2,Meal Plan 1,0,Room_Type 1,106,2018,10,7,Online,0,0,0,118.8,1,Canceled
9883,INN09884,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,3,7,Online,0,0,0,78.3,1,Canceled
12480,INN12481,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,Offline,0,0,0,110.0,0,Canceled
14065,INN14066,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2018,8,28,Offline,0,0,0,85.0,0,Not_Canceled
32320,INN32321,2,2,0,2,Meal Plan 1,0,Room_Type 6,46,2018,11,18,Online,0,0,0,156.6,0,Not_Canceled
12145,INN12146,2,0,0,2,Meal Plan 1,0,Room_Type 1,36,2018,12,9,Online,0,0,0,104.0,0,Canceled
31725,INN31726,2,0,1,3,Meal Plan 1,0,Room_Type 1,212,2018,5,30,Online,0,0,0,84.31,0,Canceled
23650,INN23651,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,4,25,Online,0,0,0,131.0,1,Not_Canceled
17762,INN17763,2,0,1,1,Not Selected,0,Room_Type 1,1,2018,8,20,Online,0,0,0,139.0,0,Not_Canceled
15465,INN15466,2,0,0,2,Meal Plan 1,0,Room_Type 4,1,2017,10,7,Online,0,0,0,155.0,0,Not_Canceled
2349,INN02350,2,0,2,3,Meal Plan 1,0,Room_Type 1,212,2018,5,20,Offline,0,0,0,78.0,1,Not_Canceled
6574,INN06575,1,0,0,1,Meal Plan 1,0,Room_Type 1,29,2018,2,23,Corporate,0,0,0,66.0,0,Not_Canceled
31247,INN31248,2,0,2,3,Meal Plan 1,0,Room_Type 1,46,2018,11,4,Online,0,0,0,128.38,1,Not_Canceled
21522,INN21523,2,0,1,3,Meal Plan 1,0,Room_Type 4,60,2018,3,14,Online,0,0,0,82.45,1,Not_Canceled
30575,INN30576,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,2017,10,9,Online,0,0,0,155.0,2,Not_Canceled
7556,INN07557,2,0,0,3,Not Selected,0,Room_Type 1,129,2018,9,8,Online,0,0,0,118.8,0,Canceled
6728,INN06729,1,0,0,1,Meal Plan 1,0,Room_Type 1,78,2017,9,30,Online,0,0,0,62.18,2,Not_Canceled
9072,INN09073,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
8763,INN08764,2,0,2,2,Meal Plan 1,0,Room_Type 1,72,2018,4,23,Online,0,0,0,95.2,1,Not_Canceled
670,INN00671,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90.0,0,Not_Canceled
27258,INN27259,2,0,1,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65.0,0,Not_Canceled
32877,INN32878,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,3,24,Offline,0,0,0,63.58,0,Not_Canceled
33145,INN33146,1,0,0,2,Meal Plan 1,0,Room_Type 5,7,2018,2,5,Corporate,0,0,0,86.0,0,Not_Canceled
6730,INN06731,2,0,2,1,Not Selected,0,Room_Type 1,2,2018,8,28,Offline,0,0,0,75.0,0,Not_Canceled
20577,INN20578,2,1,0,1,Not Selected,0,Room_Type 1,101,2018,4,16,Online,0,0,0,65.83,2,Not_Canceled
