,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
4416,INN04417,2,0,1,3,Meal Plan 1,0,Room_Type 1,157,2018,7,11,Online,0,0,0,101.58,2,Canceled
11547,INN11548,2,0,0,1,Meal Plan 1,0,Room_Type 1,152,2018,4,30,Online,0,0,0,107.0,1,Canceled
21717,INN21718,1,0,0,2,Meal Plan 2,0,Room_Type 1,11,2018,10,4,Complementary,1,1,0,0.0,0,Not_Canceled
1051,INN01052,2,0,0,4,Meal Plan 1,0,Room_Type 1,100,2018,9,28,Online,0,0,0,100.0,0,Canceled
28257,INN28258,2,0,1,4,Meal Plan 1,0,Room_Type 1,118,2017,12,28,Online,0,0,0,110.8,2,Canceled
14506,INN14507,2,0,2,1,Meal Plan 1,0,Room_Type 1,82,2018,3,26,Offline,0,0,0,65.0,0,Not_Canceled
7315,INN07316,2,0,1,3,Meal Plan 1,0,Room_Type 1,147,2018,9,12,Online,0,0,0,126.9,1,Not_Canceled
17864,INN17865,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
7460,INN07461,3,0,1,3,Meal Plan 1,0,Room_Type 4,35,2018,10,3,Online,0,0,0,158.4,2,Not_Canceled
34687,INN34688,2,0,0,1,Not Selected,0,Room_Type 1,142,2018,8,3,Online,0,0,0,94.5,2,Not_Canceled
5030,INN05031,2,0,0,1,Not Selected,1,Room_Type 1,1,2018,4,16,Online,0,0,0,89.0,1,Not_Canceled
28982,INN28983,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75.0,0,Canceled
34326,INN34327,2,0,0,3,Meal Plan 2,0,Room_Type 1,203,2018,12,8,Online,0,0,0,112.5,0,Not_Canceled
34503,INN34504,2,0,2,2,Meal Plan 1,1,Room_Type 4,22,2018,1,1,Online,0,0,0,120.5,0,Not_Canceled
21330,INN21331,2,2,0,1,Meal Plan 2,1,Room_Type 6,28,2018,7,20,Online,0,0,0,277.0,2,Not_Canceled
11700,INN11701,3,0,2,2,Meal Plan 1,0,Room_Type 4,148,2018,7,15,Online,0,0,0,130.05,3,Not_Canceled
27774,INN27775,2,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,12,31,Offline,0,0,0,80.0,0,Not_Canceled
27079,INN27080,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled
31863,INN31864,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Offline,0,0,0,90.0,0,Canceled
1435,INN01436,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,65.0,0,Not_Canceled
28946,INN28947,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled
5309,INN05310,2,0,0,2,Not Selected,0,Room_Type 1,52,2018,4,21,Online,0,0,0,94.5,0,Canceled
953,INN00954,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Online,0,0,0,115.0,0,Canceled
7424,INN07425,2,0,0,1,Meal Plan 1,0,Room_Type 1,25,2018,2,13,Online,0,0,0,91.0,0,Canceled
32902,INN32903,1,0,2,3,Not Selected,0,Room_Type 1,59,2018,3,20,Online,0,0,0,79.05,2,Not_Canceled
873,INN00874,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,10,13,Offline,0,0,0,90.0,0,Not_Canceled
10140,INN10141,2,0,0,3,Meal Plan 1,0,Room_Type 1,58,2018,3,17,Offline,0,0,0,63.0,0,Not_Canceled
25510,INN25511,2,0,0,3,Meal Plan 1,0,Room_Type 1,133,2018,7,12,Online,0,0,0,105.3,2,Not_Canceled
13156,INN13157,2,0,1,3,Meal Plan 1,0,Room_Type 2,147,2018,4,4,Online,0,0,0,96.5,1,Canceled
26365,INN26366,2,0,2,2,Meal Plan 1,0,Room_Type 1,30,2018,5,15,Online,0,0,0,126.9,1,Not_Canceled
8218,INN08219,2,0,2,1,Meal Plan 1,0,Room_Type 1,76,2018,4,2,Online,0,0,0,87.3,1,Not_Canceled
23304,INN23305,2,0,0,3,Meal Plan 1,0,Room_Type 4,45,2018,2,18,Offline,0,0,0,48.67,0,Not_Canceled
16869,INN16870,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
2794,INN02795,2,0,2,5,Meal Plan 2,0,Room_Type 4,271,2018,12,26,Online,0,0,0,144.63,1,Canceled
31322,INN31323,2,0,0,1,Meal Plan 2,0,Room_Type 1,21,2018,3,4,Online,0,0,0,129.0,0,Canceled
32864,INN32865,2,2,0,3,Meal Plan 1,0,Room_Type 6,36,2018,9,15,Online,0,0,0,207.9,3,Not_Canceled
8654,INN08655,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2018,3,31,Online,0,0,0,161.1,0,Not_Canceled
20816,INN20817,2,0,2,1,Meal Plan 1,0,Room_Type 4,130,2018,10,29,Online,0,0,0,104.4,2,Not_Canceled
25938,INN25939,2,0,2,3,Meal Plan 1,0,Room_Type 1,102,2018,11,17,Online,0,0,0,85.0,2,Canceled
7009,INN07010,2,0,0,1,Meal Plan 2,0,Room_Type 1,100,2017,10,16,Online,0,0,0,108.0,0,Canceled
6470,INN06471,2,0,0,1,Meal Plan 1,0,Room_Type 1,22,2018,8,31,Online,0,0,0,122.0,3,Not_Canceled
4111,INN04112,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Online,0,0,0,70.0,0,Canceled
23872,INN23873,2,0,0,3,Meal Plan 1,0,Room_Type 4,63,2018,4,19,Online,0,0,0,118.8,1,Not_Canceled
27875,INN27876,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled
32198,INN32199,3,0,0,3,Meal Plan 1,0,Room_Type 4,43,2018,6,30,Online,0,0,0,150.3,0,Canceled
20197,INN20198,2,0,2,5,Meal Plan 1,0,Room_Type 4,92,2018,3,5,Offline,0,0,0,52.0,0,Not_Canceled
15804,INN15805,2,0,2,0,Meal Plan 1,0,Room_Type 4,30,2018,9,4,Online,0,0,0,110.97,0,Canceled
33469,INN33470,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85.0,1,Not_Canceled
31786,INN31787,1,0,0,1,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,90.0,0,Not_Canceled
17916,INN17917,1,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,90.0,0,Not_Canceled
32964,INN32965,2,2,0,5,Meal Plan 1,0,Room_Type 6,15,2017,9,1,Online,0,0,0,165.0,1,Canceled
5628,INN05629,2,0,1,2,Meal Plan 1,0,Room_Type 4,39,2017,10,12,Online,0,0,0,83.16,2,Not_Canceled
33427,INN33428,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,2017,9,11,Online,0,0,0,134.1,1,Not_Canceled
13142,INN13143,1,0,1,3,Meal Plan 1,0,Room_Type 1,27,2017,9,3,Online,0,0,0,90.25,0,Not_Canceled
14396,INN14397,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2017,10,4,Online,0,0,0,0.0,1,Not_Canceled
23294,INN23295,2,1,0,2,Not Selected,0,Room_Type 1,0,2018,6,28,Online,0,0,0,143.5,2,Not_Canceled
16487,INN16488,2,0,0,4,Meal Plan 1,0,Room_Type 1,29,2017,10,13,Online,0,0,0,73.21,0,Not_Canceled
23340,INN23341,2,1,1,1,Meal Plan 1,0,Room_Type 1,113,2018,8,1,Online,0,0,0,121.5,0,Canceled
14785,INN14786,2,0,0,3,Meal Plan 2,0,Room_Type 1,71,2017,9,22,Offline,0,0,0,127.0,0,Not_Canceled
15121,INN15122,2,0,2,5,Meal Plan 1,0,Room_Type 4,132,2018,7,31,Online,0,0,0,121.37,0,Canceled
12504,INN12505,2,1,1,1,Meal Plan 1,0,Room_Type 1,35,2018,9,26,Online,0,0,0,133.2,1,Canceled
28021,INN28022,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,10,Offline,0,0,0,65.0,0,Not_Canceled
12461,INN12462,2,0,0,4,Not Selected,0,Room_Type 1,93,2018,3,15,Offline,0,0,0,63.75,0,Not_Canceled
14873,INN14874,2,0,0,3,Not Selected,0,Room_Type 1,260,2018,9,22,Online,0,0,0,113.4,0,Canceled
2415,INN02416,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,130.0,0,Not_Canceled
18598,INN18599,2,0,2,6,Meal Plan 1,0,Room_Type 1,55,2017,9,2,Online,0,0,0,97.93,1,Not_Canceled
11637,INN11638,2,0,0,3,Meal Plan 1,0,Room_Type 1,48,2017,10,1,Online,0,0,0,105.9,1,Not_Canceled
20740,INN20741,2,0,2,2,Meal Plan 1,0,Room_Type 1,54,2018,10,16,Offline,0,0,0,81.0,0,Not_Canceled
26806,INN26807,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,2018,11,11,Online,0,0,0,140.5,1,Not_Canceled
14348,INN14349,2,0,1,2,Meal Plan 1,1,Room_Type 4,62,2018,9,5,Online,0,0,0,124.5,2,Not_Canceled
33022,INN33023,2,0,0,5,Meal Plan 1,0,Room_Type 4,61,2017,10,27,Online,0,0,0,74.61,1,Not_Canceled
30359,INN30360,2,0,2,3,Not Selected,0,Room_Type 1,71,2018,3,12,Online,0,0,0,45.9,0,Not_Canceled
13706,INN13707,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100.0,1,Not_Canceled
9390,INN09391,2,0,0,3,Meal Plan 1,0,Room_Type 1,83,2018,11,2,Online,0,0,0,90.0,2,Not_Canceled
22867,INN22868,2,0,3,5,Meal Plan 1,0,Room_Type 1,213,2018,5,29,Offline,0,0,0,80.24,1,Not_Canceled
6626,INN06627,2,0,0,1,Not Selected,0,Room_Type 1,139,2018,7,2,Online,0,0,0,85.5,0,Canceled
8480,INN08481,2,0,1,1,Meal Plan 1,0,Room_Type 4,14,2018,8,15,Online,0,0,0,166.0,1,Not_Canceled
28084,INN28085,2,0,0,4,Not Selected,0,Room_Type 1,110,2018,9,14,Online,0,0,0,86.9,1,Not_Canceled
28356,INN28357,3,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,125.0,0,Canceled
60,INN00061,2,2,0,1,Meal Plan 1,1,Room_Type 6,2,2018,9,2,Online,0,0,0,258.0,1,Not_Canceled
14879,INN14880,2,0,2,2,Meal Plan 1,0,Room_Type 2,28,2018,2,5,Online,0,0,0,77.39,1,Not_Canceled
6071,INN06072,2,0,0,3,Meal Plan 1,0,Room_Type 4,63,2018,5,10,Online,0,0,0,140.4,0,Canceled
10150,INN10151,2,0,0,1,Not Selected,0,Room_Type 1,37,2018,5,7,Online,0,0,0,116.1,0,Canceled
9175,INN09176,2,0,1,1,Meal Plan 1,0,Room_Type 1,221,2018,12,31,Offline,0,0,0,71.28,0,Not_Canceled
8716,INN08717,2,0,2,4,Meal Plan 1,0,Room_Type 4,23,2018,4,10,Online,0,0,0,128.0,0,Canceled
28238,INN28239,2,0,2,3,Meal Plan 1,0,Room_Type 4,14,2018,3,31,Online,0,0,0,140.0,0,Not_Canceled
25170,INN25171,2,1,0,1,Meal Plan 1,0,Room_Type 1,21,2018,6,23,Online,0,0,0,119.0,0,Canceled
15065,INN15066,2,0,2,6,Meal Plan 1,0,Room_Type 1,153,2018,6,7,Online,0,0,0,111.78,0,Canceled
30281,INN30282,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,2018,3,25,Online,0,0,0,96.3,1,Not_Canceled
13197,INN13198,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
4627,INN04628,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,8,23,Online,0,0,0,139.0,0,Not_Canceled
12021,INN12022,2,0,2,1,Meal Plan 1,0,Room_Type 1,9,2017,10,31,Online,0,0,0,87.0,1,Not_Canceled
2996,INN02997,2,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,4,22,Online,0,0,0,117.0,0,Canceled
5953,INN05954,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,9,16,Online,0,0,0,75.0,0,Canceled
6365,INN06366,1,0,0,3,Meal Plan 1,0,Room_Type 1,13,2018,3,2,Corporate,1,0,1,80.0,0,Not_Canceled
5020,INN05021,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,2,Online,0,0,0,6.0,0,Not_Canceled
18334,INN18335,1,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,90.0,0,Not_Canceled
10852,INN10853,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled
32651,INN32652,1,0,1,1,Meal Plan 1,0,Room_Type 1,19,2018,11,7,Online,0,0,0,150.0,0,Canceled
18454,INN18455,2,0,2,0,Meal Plan 1,1,Room_Type 1,2,2018,1,3,Online,0,0,0,80.6,0,Not_Canceled
56,INN00057,2,0,0,1,Not Selected,0,Room_Type 1,139,2018,7,28,Online,0,0,0,94.5,1,Not_Canceled
29351,INN29352,2,2,0,3,Meal Plan 1,0,Room_Type 2,43,2018,1,14,Online,0,0,0,86.75,1,Not_Canceled
28509,INN28510,2,0,1,0,Meal Plan 1,0,Room_Type 1,41,2018,5,16,Online,0,0,0,126.9,0,Canceled
7469,INN07470,1,0,0,1,Meal Plan 1,1,Room_Type 5,7,2018,9,21,Corporate,1,0,5,134.0,1,Not_Canceled
17792,INN17793,2,0,0,3,Not Selected,0,Room_Type 1,76,2018,3,31,Online,0,0,0,80.1,0,Canceled
31404,INN31405,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,136.0,0,Not_Canceled
19165,INN19166,2,1,2,4,Meal Plan 1,0,Room_Type 1,90,2018,8,4,Online,0,0,0,135.9,1,Canceled
17336,INN17337,1,0,2,1,Not Selected,0,Room_Type 1,73,2018,4,3,Online,0,0,0,76.5,1,Not_Canceled
24724,INN24725,2,0,0,2,Meal Plan 1,0,Room_Type 1,28,2018,9,1,Online,0,0,0,122.0,1,Canceled
31635,INN31636,2,0,2,0,Meal Plan 1,0,Room_Type 1,103,2018,5,1,Online,0,0,0,114.3,1,Canceled
12171,INN12172,2,0,1,2,Meal Plan 1,0,Room_Type 4,46,2017,11,6,Offline,0,0,0,60.0,1,Not_Canceled
29974,INN29975,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled
31417,INN31418,2,0,2,3,Meal Plan 1,0,Room_Type 1,29,2018,4,16,Online,0,0,0,102.8,1,Not_Canceled
808,INN00809,1,0,0,1,Meal Plan 1,0,Room_Type 1,34,2018,7,19,Corporate,0,0,0,65.0,0,Not_Canceled
29301,INN29302,2,0,0,3,Meal Plan 1,0,Room_Type 1,99,2017,12,15,Online,0,0,0,72.25,1,Not_Canceled
35413,INN35414,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2017,11,16,Complementary,0,0,0,0.0,0,Not_Canceled
9714,INN09715,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0,Not_Canceled
36018,INN36019,2,0,1,2,Not Selected,0,Room_Type 1,56,2018,5,13,Online,0,0,0,116.1,1,Not_Canceled
5855,INN05856,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,2018,9,30,Online,0,0,0,160.0,0,Canceled
24653,INN24654,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,2017,10,23,Online,0,0,0,0.0,0,Not_Canceled
15651,INN15652,2,1,1,3,Meal Plan 1,0,Room_Type 4,83,2018,12,26,Online,0,0,0,90.32,2,Not_Canceled
29985,INN29986,1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2017,10,12,Corporate,1,2,5,65.0,0,Not_Canceled
29818,INN29819,2,0,0,3,Meal Plan 1,0,Room_Type 4,238,2018,10,6,Online,0,0,0,140.4,0,Canceled
15273,INN15274,1,0,1,1,Meal Plan 1,1,Room_Type 1,5,2018,12,5,Corporate,0,0,0,88.0,1,Not_Canceled
28884,INN28885,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled
1230,INN01231,2,0,1,3,Meal Plan 1,0,Room_Type 1,254,2018,9,29,Online,0,0,0,100.3,1,Canceled
23238,INN23239,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0,Not_Canceled
9323,INN09324,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,2018,11,25,Offline,0,0,0,52.0,0,Canceled
30327,INN30328,2,0,0,1,Not Selected,0,Room_Type 1,9,2018,9,22,Online,0,0,0,149.0,1,Not_Canceled
7306,INN07307,2,0,1,2,Meal Plan 1,0,Room_Type 1,120,2018,6,10,Online,0,0,0,126.9,0,Canceled
21811,INN21812,2,0,2,3,Meal Plan 1,0,Room_Type 1,18,2018,9,25,Offline,0,0,0,95.0,0,Not_Canceled
5353,INN05354,1,0,2,0,Meal Plan 1,0,Room_Type 1,42,2018,9,18,Online,0,0,0,130.5,1,Canceled
27482,INN27483,2,0,0,2,Not Selected,0,Room_Type 1,53,2018,5,6,Online,0,0,0,116.1,0,Canceled
19898,INN19899,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75.0,0,Canceled
6291,INN06292,2,1,2,5,Meal Plan 1,0,Room_Type 1,149,2018,7,5,Online,0,0,0,122.04,0,Not_Canceled
12616,INN12617,2,1,1,0,Meal Plan 1,0,Room_Type 1,2,2018,2,8,Online,0,0,0,109.0,1,Not_Canceled
8694,INN08695,2,0,0,1,Meal Plan 1,0,Room_Type 1,179,2018,7,1,Online,0,0,0,96.3,1,Canceled
23532,INN23533,2,0,0,3,Meal Plan 1,0,Room_Type 1,6,2018,1,7,Online,0,0,0,89.0,0,Not_Canceled
23195,INN23196,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,Canceled
8275,INN08276,3,0,2,1,Meal Plan 1,0,Room_Type 4,158,2018,10,9,Online,0,0,0,151.2,2,Canceled
12624,INN12625,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,5,2,Online,0,0,0,126.9,0,Canceled
6169,INN06170,1,0,2,0,Meal Plan 1,0,Room_Type 1,23,2018,12,4,Online,0,0,0,96.0,1,Not_Canceled
4972,INN04973,2,0,0,4,Not Selected,0,Room_Type 1,29,2018,4,6,Offline,0,0,0,85.0,0,Not_Canceled
4005,INN04006,2,0,2,5,Meal Plan 1,0,Room_Type 1,90,2017,11,24,Online,0,0,0,72.25,2,Not_Canceled
29633,INN29634,2,0,0,3,Not Selected,0,Room_Type 1,108,2018,5,4,Online,0,0,0,75.38,0,Not_Canceled
16098,INN16099,2,0,1,2,Meal Plan 1,0,Room_Type 4,110,2018,10,28,Online,0,0,0,104.4,1,Not_Canceled
31381,INN31382,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled
1931,INN01932,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Online,0,0,0,115.0,1,Canceled
24611,INN24612,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101.0,0,Not_Canceled
36011,INN36012,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
7000,INN07001,2,0,2,2,Meal Plan 1,0,Room_Type 1,26,2018,8,7,Online,0,0,0,151.0,2,Not_Canceled
12013,INN12014,2,1,1,1,Not Selected,0,Room_Type 1,31,2018,10,3,Online,0,0,0,116.55,0,Not_Canceled
11098,INN11099,1,0,1,3,Meal Plan 1,0,Room_Type 1,81,2018,9,5,Offline,0,0,0,85.0,0,Not_Canceled
32386,INN32387,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,2,10,Offline,0,0,0,82.0,0,Not_Canceled
5602,INN05603,1,0,2,1,Meal Plan 1,0,Room_Type 4,1,2017,9,19,Online,0,0,0,170.0,1,Not_Canceled
26282,INN26283,2,2,0,2,Meal Plan 1,0,Room_Type 6,143,2018,7,8,Online,0,0,0,246.6,1,Canceled
2466,INN02467,3,0,0,1,Meal Plan 1,1,Room_Type 4,126,2018,7,23,Online,0,0,0,146.7,2,Not_Canceled
6388,INN06389,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,11,17,Corporate,0,0,0,62.0,0,Not_Canceled
19103,INN19104,1,0,2,0,Not Selected,0,Room_Type 1,52,2018,10,2,Online,0,0,0,108.0,1,Canceled
32956,INN32957,2,1,2,5,Meal Plan 1,0,Room_Type 1,147,2018,6,28,Online,0,0,0,106.25,2,Not_Canceled
27756,INN27757,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
34902,INN34903,2,0,0,2,Not Selected,0,Room_Type 1,15,2018,2,12,Online,0,0,0,79.0,0,Canceled
30196,INN30197,1,0,4,6,Meal Plan 1,0,Room_Type 1,8,2018,1,10,Online,0,0,0,81.7,0,Not_Canceled
51,INN00052,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,Online,0,0,0,106.0,0,Canceled
16647,INN16648,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,3,14,Corporate,1,2,26,65.0,0,Not_Canceled
21794,INN21795,2,0,2,2,Meal Plan 1,0,Room_Type 2,231,2018,9,11,Online,0,0,0,100.3,1,Canceled
30352,INN30353,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
18175,INN18176,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,85.67,0,Not_Canceled
18407,INN18408,2,0,1,2,Meal Plan 1,0,Room_Type 1,39,2017,10,23,Online,0,0,0,74.88,1,Not_Canceled
20381,INN20382,3,0,1,2,Meal Plan 1,0,Room_Type 1,159,2018,8,5,Online,0,0,0,143.7,0,Canceled
12074,INN12075,2,1,0,2,Meal Plan 1,0,Room_Type 1,10,2018,3,17,Online,0,0,0,127.0,0,Canceled
11594,INN11595,2,0,1,5,Not Selected,0,Room_Type 1,76,2018,3,21,Online,0,0,0,76.5,1,Not_Canceled
18547,INN18548,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Offline,0,0,0,80.0,0,Canceled
29444,INN29445,3,0,0,4,Meal Plan 1,0,Room_Type 4,106,2018,8,24,Online,0,0,0,152.1,0,Canceled
7869,INN07870,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,80.0,0,Canceled
10393,INN10394,1,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,10,19,Online,0,0,0,150.0,2,Not_Canceled
33775,INN33776,2,0,2,8,Meal Plan 1,0,Room_Type 1,190,2018,6,9,Online,0,0,0,83.79,0,Canceled
10920,INN10921,2,0,2,3,Meal Plan 1,0,Room_Type 1,303,2018,8,19,Offline,0,0,0,78.0,0,Canceled
15706,INN15707,2,0,2,4,Meal Plan 1,0,Room_Type 1,125,2017,7,15,Online,0,0,0,76.5,0,Canceled
22667,INN22668,1,0,0,2,Meal Plan 1,0,Room_Type 1,44,2017,9,17,Online,0,0,0,85.5,1,Not_Canceled
4040,INN04041,2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,Canceled
10960,INN10961,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
9279,INN09280,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
22782,INN22783,2,0,0,1,Not Selected,0,Room_Type 1,24,2018,9,28,Online,0,0,0,119.0,1,Not_Canceled
35283,INN35284,2,0,1,2,Meal Plan 1,0,Room_Type 1,64,2018,4,11,Online,0,0,0,105.3,1,Not_Canceled
27017,INN27018,2,0,2,5,Meal Plan 1,0,Room_Type 1,96,2017,8,22,Online,0,0,0,76.5,0,Canceled
19542,INN19543,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,18,Online,0,0,0,91.0,0,Not_Canceled
12536,INN12537,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Offline,0,0,0,65.0,0,Canceled
34976,INN34977,2,0,1,0,Meal Plan 1,0,Room_Type 1,21,2018,3,7,Online,0,0,0,91.0,0,Canceled
34133,INN34134,3,0,0,1,Meal Plan 1,0,Room_Type 4,24,2018,2,27,Online,0,0,0,130.0,1,Not_Canceled
33587,INN33588,2,0,0,4,Meal Plan 1,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,70.0,0,Canceled
29649,INN29650,2,0,1,3,Meal Plan 1,0,Room_Type 1,92,2018,9,26,Offline,0,0,0,102.68,0,Not_Canceled
4554,INN04555,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
31008,INN31009,1,0,0,1,Meal Plan 1,0,Room_Type 4,6,2017,9,23,Online,0,0,0,0.0,1,Not_Canceled
17199,INN17200,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108.0,0,Canceled
1709,INN01710,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
8014,INN08015,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,6,14,Online,0,0,0,99.0,0,Not_Canceled
24932,INN24933,2,0,0,3,Not Selected,0,Room_Type 1,12,2018,11,30,Online,0,0,0,88.0,2,Not_Canceled
14054,INN14055,2,0,0,3,Meal Plan 1,0,Room_Type 1,138,2018,5,31,Online,0,0,0,105.9,1,Not_Canceled
8922,INN08923,3,0,2,2,Meal Plan 1,0,Room_Type 4,23,2018,11,25,Online,0,0,0,154.0,0,Canceled
10518,INN10519,3,0,1,1,Meal Plan 2,0,Room_Type 4,193,2018,8,22,Online,0,0,0,189.0,1,Canceled
24494,INN24495,3,0,0,1,Meal Plan 1,0,Room_Type 4,58,2018,5,18,Online,0,0,0,159.3,0,Canceled
19725,INN19726,1,0,0,2,Meal Plan 1,0,Room_Type 1,85,2017,9,9,Corporate,0,0,0,90.0,0,Not_Canceled
14099,INN14100,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
27723,INN27724,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
12387,INN12388,2,0,2,0,Meal Plan 1,0,Room_Type 1,26,2018,10,16,Offline,0,0,0,85.0,0,Not_Canceled
25130,INN25131,2,0,1,4,Meal Plan 1,0,Room_Type 1,96,2017,7,22,Online,0,0,0,76.5,1,Canceled
24436,INN24437,3,0,2,5,Meal Plan 1,0,Room_Type 4,115,2018,8,14,Online,0,0,0,144.13,3,Not_Canceled
3107,INN03108,2,0,1,2,Meal Plan 1,0,Room_Type 1,108,2017,8,24,Online,0,0,0,76.5,1,Not_Canceled
10062,INN10063,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,9,27,Corporate,0,0,0,160.0,0,Not_Canceled
