,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
24528,INN24529,2,0,1,2,Meal Plan 1,0,Room_Type 4,58,2018,6,20,Online,0,0,0,113.4,0,Canceled
34814,INN34815,2,0,1,2,Meal Plan 1,0,Room_Type 1,46,2018,7,4,Online,0,0,0,117.9,1,Not_Canceled
30257,INN30258,2,0,1,1,Meal Plan 2,0,Room_Type 1,7,2018,5,21,Offline,0,0,0,112.0,1,Not_Canceled
16143,INN16144,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
32885,INN32886,1,0,0,3,Not Selected,0,Room_Type 1,76,2018,9,27,Online,0,0,0,125.1,1,Not_Canceled
12727,INN12728,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,100.0,1,Not_Canceled
3518,INN03519,1,0,0,1,Meal Plan 1,0,Room_Type 1,62,2018,9,28,Online,0,0,0,101.18,1,Not_Canceled
30064,INN30065,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75.0,0,Canceled
8327,INN08328,1,0,2,2,Meal Plan 1,0,Room_Type 1,229,2018,10,22,Online,0,0,0,80.75,0,Canceled
637,INN00638,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85.0,1,Not_Canceled
24908,INN24909,2,0,1,2,Not Selected,0,Room_Type 1,19,2018,9,23,Online,0,0,0,139.0,3,Not_Canceled
12381,INN12382,3,0,2,3,Meal Plan 1,0,Room_Type 1,138,2018,7,16,Online,0,0,0,130.05,0,Not_Canceled
26429,INN26430,3,0,2,3,Meal Plan 1,0,Room_Type 4,64,2018,4,1,Online,0,0,0,119.51,2,Not_Canceled
10201,INN10202,2,0,2,0,Meal Plan 1,0,Room_Type 4,48,2018,5,29,Online,0,0,0,159.3,0,Canceled
33674,INN33675,2,0,0,2,Not Selected,1,Room_Type 1,0,2017,8,4,Online,0,0,0,80.0,1,Not_Canceled
20845,INN20846,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52.0,0,Canceled
35493,INN35494,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Offline,0,0,0,70.0,0,Not_Canceled
1626,INN01627,1,0,2,6,Meal Plan 1,0,Room_Type 1,7,2018,11,2,Corporate,1,5,50,65.0,0,Not_Canceled
7675,INN07676,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
23412,INN23413,2,0,1,1,Meal Plan 1,0,Room_Type 4,67,2018,4,9,Online,0,0,0,137.7,0,Canceled
11554,INN11555,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,2,5,Online,0,0,0,84.65,0,Not_Canceled
2073,INN02074,2,0,1,1,Meal Plan 1,0,Room_Type 1,72,2018,11,12,Online,0,0,0,95.4,0,Canceled
5735,INN05736,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Online,0,0,0,110.0,0,Canceled
4666,INN04667,2,0,0,3,Meal Plan 1,0,Room_Type 1,136,2018,6,28,Online,0,0,0,96.3,0,Canceled
5412,INN05413,2,0,2,5,Meal Plan 1,0,Room_Type 4,69,2018,4,14,Online,0,0,0,110.99,1,Canceled
10574,INN10575,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled
11647,INN11648,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,2,1,Corporate,1,2,18,66.0,0,Not_Canceled
16050,INN16051,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
20339,INN20340,2,0,2,1,Meal Plan 1,0,Room_Type 1,3,2018,4,23,Offline,0,0,0,47.5,1,Not_Canceled
11582,INN11583,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
1800,INN01801,1,0,1,2,Meal Plan 1,0,Room_Type 1,34,2018,11,7,Online,0,0,0,138.7,0,Not_Canceled
30404,INN30405,1,0,0,1,Not Selected,0,Room_Type 1,2,2018,4,5,Online,0,0,0,89.0,2,Not_Canceled
16864,INN16865,2,0,0,3,Meal Plan 1,0,Room_Type 1,4,2017,9,22,Offline,0,0,0,116.0,1,Not_Canceled
11967,INN11968,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
5165,INN05166,2,0,1,1,Meal Plan 1,0,Room_Type 4,7,2018,11,7,Online,0,0,0,215.0,1,Not_Canceled
19709,INN19710,2,0,0,4,Meal Plan 1,0,Room_Type 1,92,2017,10,7,Offline,0,0,0,70.0,0,Not_Canceled
9454,INN09455,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,2,18,Online,0,0,0,79.0,0,Not_Canceled
34566,INN34567,2,2,0,1,Meal Plan 1,0,Room_Type 6,7,2018,7,29,Online,0,0,0,201.0,1,Not_Canceled
20182,INN20183,1,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,4,17,Offline,0,0,0,61.38,0,Not_Canceled
15408,INN15409,2,0,0,4,Meal Plan 1,0,Room_Type 1,2,2018,11,22,Online,0,0,0,97.54,1,Not_Canceled
11256,INN11257,1,0,0,3,Meal Plan 1,0,Room_Type 1,145,2018,6,2,Online,0,0,0,95.4,0,Canceled
28169,INN28170,2,0,0,1,Not Selected,0,Room_Type 1,69,2018,9,10,Online,0,0,0,125.1,0,Not_Canceled
3319,INN03320,1,0,2,1,Meal Plan 1,0,Room_Type 1,38,2018,6,19,Online,0,0,0,81.0,0,Canceled
19362,INN19363,2,0,0,5,Meal Plan 1,0,Room_Type 1,129,2017,12,29,Offline,0,0,0,47.2,0,Not_Canceled
3887,INN03888,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89.0,0,Canceled
9297,INN09298,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
846,INN00847,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled
35100,INN35101,2,0,2,2,Meal Plan 1,0,Room_Type 4,104,2018,4,8,Online,0,0,0,90.95,0,Canceled
19571,INN19572,2,2,0,1,Meal Plan 1,0,Room_Type 6,19,2017,10,21,Offline,0,0,0,174.25,0,Not_Canceled
23713,INN23714,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,2018,4,7,Offline,0,0,0,92.8,0,Not_Canceled
27111,INN27112,2,0,0,1,Meal Plan 1,0,Room_Type 1,44,2018,7,8,Corporate,1,2,5,75.0,0,Not_Canceled
35178,INN35179,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,10,20,Online,0,0,0,139.0,0,Not_Canceled
34191,INN34192,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2017,9,23,Offline,0,0,0,99.2,0,Not_Canceled
17712,INN17713,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2018,9,18,Online,0,0,0,162.33,0,Canceled
27775,INN27776,2,1,1,3,Meal Plan 2,0,Room_Type 1,84,2018,10,31,Online,0,0,0,149.18,1,Not_Canceled
12576,INN12577,2,0,2,3,Meal Plan 1,0,Room_Type 1,20,2018,9,24,Online,0,0,0,145.0,1,Not_Canceled
11760,INN11761,3,0,1,0,Meal Plan 1,0,Room_Type 4,70,2018,7,31,Online,0,0,0,146.7,0,Canceled
34469,INN34470,2,0,3,5,Meal Plan 1,0,Room_Type 1,155,2018,8,21,Online,0,0,0,95.2,0,Canceled
24989,INN24990,2,0,2,1,Meal Plan 1,0,Room_Type 1,109,2018,4,30,Online,0,0,0,77.03,1,Not_Canceled
36052,INN36053,2,0,2,1,Meal Plan 1,0,Room_Type 1,73,2018,1,10,Offline,0,0,0,59.8,0,Not_Canceled
14790,INN14791,2,1,1,3,Meal Plan 1,0,Room_Type 1,21,2018,8,1,Online,0,0,0,159.0,0,Canceled
3150,INN03151,2,0,2,2,Meal Plan 1,0,Room_Type 1,226,2018,10,29,Offline,0,0,0,70.0,1,Not_Canceled
34674,INN34675,1,0,0,1,Not Selected,0,Room_Type 1,14,2018,11,2,Online,0,0,0,100.0,1,Not_Canceled
13058,INN13059,2,0,1,0,Not Selected,0,Room_Type 1,130,2018,9,18,Online,0,0,0,118.8,1,Canceled
33121,INN33122,2,0,0,2,Meal Plan 1,0,Room_Type 1,25,2018,11,11,Complementary,0,0,0,9.0,0,Not_Canceled
4469,INN04470,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
11762,INN11763,2,0,0,3,Not Selected,1,Room_Type 1,99,2018,3,24,Online,0,0,0,101.5,0,Not_Canceled
2807,INN02808,2,0,0,2,Meal Plan 1,1,Room_Type 1,2,2018,1,22,Online,0,0,0,98.0,1,Not_Canceled
29064,INN29065,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled
25757,INN25758,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2017,11,11,Corporate,1,0,2,65.0,0,Not_Canceled
22770,INN22771,2,0,0,1,Meal Plan 1,0,Room_Type 4,64,2018,9,16,Online,0,0,0,149.4,0,Canceled
24390,INN24391,2,0,1,2,Meal Plan 1,0,Room_Type 1,28,2018,12,30,Offline,0,0,0,141.67,0,Not_Canceled
19176,INN19177,1,0,1,4,Meal Plan 1,0,Room_Type 1,150,2018,1,18,Offline,0,0,0,80.0,0,Not_Canceled
1536,INN01537,2,0,0,3,Meal Plan 2,0,Room_Type 1,85,2017,9,30,Offline,0,0,0,125.0,0,Not_Canceled
803,INN00804,1,0,0,2,Meal Plan 1,0,Room_Type 1,29,2017,9,30,Online,0,0,0,90.25,2,Not_Canceled
2775,INN02776,1,0,0,3,Meal Plan 1,0,Room_Type 1,22,2018,2,4,Online,0,0,0,82.33,0,Canceled
31194,INN31195,2,0,2,1,Not Selected,0,Room_Type 1,7,2018,10,29,Online,0,0,0,126.67,1,Canceled
11824,INN11825,2,0,0,2,Not Selected,0,Room_Type 1,77,2018,12,6,Online,0,0,0,79.2,2,Not_Canceled
34180,INN34181,2,0,0,1,Meal Plan 2,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,96.0,1,Not_Canceled
29769,INN29770,2,0,0,3,Not Selected,0,Room_Type 1,88,2018,6,15,Online,0,0,0,134.1,1,Not_Canceled
15443,INN15444,2,0,2,3,Meal Plan 1,0,Room_Type 4,58,2018,12,29,Online,0,0,0,178.56,2,Not_Canceled
27650,INN27651,2,0,1,3,Meal Plan 1,0,Room_Type 1,217,2018,9,1,Offline,0,0,0,80.75,1,Not_Canceled
13585,INN13586,2,0,1,4,Not Selected,0,Room_Type 1,71,2018,12,7,Online,0,0,0,74.8,1,Not_Canceled
24137,INN24138,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2017,8,21,Online,0,0,0,106.0,1,Not_Canceled
7746,INN07747,2,0,0,2,Meal Plan 1,0,Room_Type 2,125,2018,7,20,Offline,0,0,0,72.25,0,Canceled
10687,INN10688,3,0,0,1,Meal Plan 1,0,Room_Type 4,76,2018,10,22,Online,0,0,0,151.2,1,Canceled
16789,INN16790,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
33662,INN33663,1,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,90.0,0,Canceled
35464,INN35465,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130.0,0,Not_Canceled
14135,INN14136,3,0,0,1,Meal Plan 1,0,Room_Type 4,25,2018,4,30,Online,0,0,0,186.0,2,Not_Canceled
14523,INN14524,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130.0,0,Not_Canceled
26235,INN26236,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,99.9,0,Canceled
11418,INN11419,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Offline,0,0,0,70.0,0,Canceled
35129,INN35130,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,2017,8,28,Online,0,0,0,80.0,1,Canceled
13662,INN13663,1,0,0,1,Meal Plan 1,0,Room_Type 1,163,2018,10,15,Offline,0,0,0,115.0,0,Canceled
33767,INN33768,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,2,12,Online,0,0,0,79.0,0,Not_Canceled
9458,INN09459,2,2,2,3,Meal Plan 1,0,Room_Type 6,78,2018,12,3,Online,0,0,0,147.9,1,Not_Canceled
22970,INN22971,2,0,1,3,Not Selected,0,Room_Type 1,21,2018,8,1,Online,0,0,0,138.0,0,Canceled
16203,INN16204,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,2018,10,21,Offline,0,0,0,110.0,0,Canceled
11552,INN11553,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,52.0,0,Not_Canceled
11186,INN11187,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled
2754,INN02755,3,0,1,1,Meal Plan 1,0,Room_Type 4,65,2018,7,23,Online,0,0,0,137.7,2,Not_Canceled
33418,INN33419,1,0,2,2,Meal Plan 1,0,Room_Type 1,64,2018,3,18,Online,0,0,0,93.5,0,Not_Canceled
10898,INN10899,1,0,0,1,Meal Plan 1,0,Room_Type 1,49,2017,9,22,Corporate,0,0,0,65.0,0,Not_Canceled
29206,INN29207,1,0,2,3,Meal Plan 1,0,Room_Type 1,22,2017,9,4,Online,0,0,0,73.15,0,Not_Canceled
10535,INN10536,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,Canceled
3852,INN03853,2,0,0,2,Meal Plan 2,0,Room_Type 1,291,2018,8,19,Online,0,0,0,115.0,0,Canceled
9177,INN09178,2,0,1,2,Meal Plan 1,0,Room_Type 1,37,2017,12,14,Offline,0,0,0,70.0,0,Not_Canceled
23192,INN23193,2,0,1,3,Meal Plan 1,0,Room_Type 1,9,2018,4,28,Online,0,0,0,133.5,1,Not_Canceled
1570,INN01571,2,0,2,2,Meal Plan 1,0,Room_Type 1,175,2018,11,12,Online,0,0,0,83.01,2,Canceled
25150,INN25151,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90.0,0,Not_Canceled
22470,INN22471,2,0,1,1,Meal Plan 1,0,Room_Type 4,38,2018,5,21,Online,0,0,0,140.4,1,Not_Canceled
35395,INN35396,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,2018,12,27,Offline,0,0,0,65.0,1,Not_Canceled
14597,INN14598,2,0,0,1,Not Selected,0,Room_Type 1,16,2018,10,7,Online,0,0,0,135.0,0,Canceled
5481,INN05482,2,0,1,3,Meal Plan 1,0,Room_Type 4,44,2017,10,29,Online,0,0,0,104.63,2,Not_Canceled
18915,INN18916,2,0,2,5,Not Selected,0,Room_Type 1,50,2018,11,20,Online,0,0,0,74.8,1,Canceled
21896,INN21897,2,0,2,3,Meal Plan 1,0,Room_Type 1,205,2018,7,22,Online,0,0,0,90.95,0,Canceled
14271,INN14272,2,0,1,0,Meal Plan 1,0,Room_Type 4,57,2018,6,27,Online,0,0,0,87.32,1,Not_Canceled
13524,INN13525,2,0,2,2,Meal Plan 1,0,Room_Type 1,174,2018,9,2,Online,0,0,0,119.85,1,Canceled
17177,INN17178,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,10,21,Online,0,0,0,0.0,0,Not_Canceled
1400,INN01401,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,2018,1,28,Offline,0,0,0,62.0,0,Not_Canceled
12623,INN12624,1,0,1,1,Meal Plan 1,0,Room_Type 5,3,2018,9,26,Corporate,0,0,0,166.25,0,Not_Canceled
2884,INN02885,2,0,1,2,Meal Plan 1,0,Room_Type 1,207,2018,12,30,Offline,0,0,0,161.67,0,Not_Canceled
17105,INN17106,2,0,2,2,Meal Plan 1,0,Room_Type 4,49,2018,3,27,Online,0,0,0,107.1,1,Not_Canceled
32737,INN32738,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled
4774,INN04775,2,0,1,2,Meal Plan 1,0,Room_Type 1,76,2018,3,25,Online,0,0,0,59.5,0,Canceled
23331,INN23332,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90.0,0,Not_Canceled
7860,INN07861,2,0,0,2,Meal Plan 1,0,Room_Type 1,91,2018,11,18,Complementary,0,0,0,0.0,1,Not_Canceled
21093,INN21094,2,0,2,5,Not Selected,0,Room_Type 1,14,2018,12,28,Online,0,0,0,98.11,1,Not_Canceled
18583,INN18584,2,0,2,2,Meal Plan 1,0,Room_Type 1,148,2018,8,26,Online,0,0,0,96.3,0,Canceled
28530,INN28531,2,0,1,2,Meal Plan 1,0,Room_Type 1,10,2018,12,16,Online,0,0,0,79.2,0,Not_Canceled
8291,INN08292,1,0,1,1,Meal Plan 1,1,Room_Type 1,0,2018,4,23,Online,0,0,0,123.0,0,Not_Canceled
14377,INN14378,1,0,1,2,Meal Plan 1,0,Room_Type 1,45,2018,11,4,Online,0,0,0,90.0,2,Not_Canceled
5918,INN05919,3,0,2,2,Meal Plan 1,0,Room_Type 5,66,2018,5,14,Offline,0,0,0,147.56,1,Not_Canceled
31955,INN31956,1,0,2,1,Meal Plan 2,0,Room_Type 1,80,2018,4,10,Offline,0,0,0,100.0,0,Canceled
22787,INN22788,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109.0,0,Canceled
551,INN00552,2,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,1,2,Offline,0,0,0,54.0,0,Not_Canceled
17789,INN17790,2,0,1,3,Meal Plan 1,0,Room_Type 4,110,2018,9,22,Online,0,0,0,149.4,0,Canceled
22191,INN22192,2,0,0,2,Not Selected,0,Room_Type 1,3,2018,6,22,Online,0,0,0,87.01,1,Not_Canceled
23676,INN23677,2,2,0,1,Meal Plan 1,0,Room_Type 6,4,2018,12,3,Online,0,0,0,190.0,0,Not_Canceled
32229,INN32230,2,0,1,1,Meal Plan 1,0,Room_Type 1,232,2018,7,2,Online,0,0,0,131.4,1,Canceled
15097,INN15098,2,0,2,3,Meal Plan 1,0,Room_Type 4,68,2018,3,20,Online,0,0,0,99.45,1,Not_Canceled
34747,INN34748,1,0,2,2,Meal Plan 1,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,63.5,0,Not_Canceled
22809,INN22810,2,0,2,4,Meal Plan 1,0,Room_Type 1,9,2018,1,17,Online,0,0,0,83.0,1,Not_Canceled
25,INN00026,2,0,0,2,Meal Plan 1,0,Room_Type 1,99,2018,4,28,Online,0,0,0,114.3,1,Not_Canceled
36244,INN36245,2,0,0,3,Meal Plan 2,0,Room_Type 1,150,2018,6,16,Offline,0,0,0,90.0,1,Not_Canceled
5906,INN05907,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,2018,6,27,Online,0,0,0,70.44,1,Not_Canceled
22434,INN22435,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,Not_Canceled
25989,INN25990,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,62.8,0,Canceled
30498,INN30499,2,0,1,2,Not Selected,0,Room_Type 1,36,2018,10,28,Online,0,0,0,109.0,1,Not_Canceled
18677,INN18678,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,5,23,Aviation,0,0,0,95.0,0,Not_Canceled
26039,INN26040,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,4,13,Online,0,0,0,80.39,0,Not_Canceled
11287,INN11288,2,0,0,2,Meal Plan 1,0,Room_Type 1,25,2018,11,11,Complementary,0,0,0,0.0,0,Not_Canceled
27487,INN27488,2,0,0,2,Meal Plan 2,0,Room_Type 1,291,2018,8,19,Offline,0,0,0,115.0,0,Canceled
31886,INN31887,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
10633,INN10634,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
8518,INN08519,2,0,2,5,Meal Plan 1,0,Room_Type 4,138,2018,5,21,Online,0,0,0,117.91,1,Canceled
24245,INN24246,2,0,0,3,Meal Plan 1,0,Room_Type 1,131,2018,10,4,Online,0,0,0,144.67,1,Not_Canceled
10619,INN10620,1,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,6,16,Corporate,1,1,15,67.0,1,Not_Canceled
23778,INN23779,2,0,2,2,Meal Plan 1,0,Room_Type 1,108,2018,3,13,Online,0,0,0,59.37,0,Not_Canceled
11935,INN11936,2,0,0,4,Not Selected,0,Room_Type 1,28,2018,8,30,Online,0,0,0,104.5,2,Not_Canceled
23447,INN23448,2,1,1,2,Meal Plan 1,0,Room_Type 1,206,2018,10,24,Online,0,0,0,112.5,1,Canceled
1889,INN01890,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,3,2,Offline,0,0,0,65.0,0,Not_Canceled
19414,INN19415,2,0,0,1,Meal Plan 1,0,Room_Type 4,69,2018,9,17,Online,0,0,0,149.4,0,Canceled
11104,INN11105,2,0,2,2,Meal Plan 1,0,Room_Type 4,26,2018,11,11,Online,0,0,0,108.58,1,Not_Canceled
8936,INN08937,1,0,0,1,Meal Plan 1,0,Room_Type 5,12,2018,7,6,Corporate,0,0,0,125.0,0,Not_Canceled
34411,INN34412,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
16735,INN16736,2,0,1,2,Not Selected,0,Room_Type 1,185,2018,12,16,Online,0,0,0,79.2,0,Canceled
27190,INN27191,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,5,7,Online,0,0,0,141.0,0,Canceled
32306,INN32307,3,0,2,3,Meal Plan 1,0,Room_Type 1,148,2018,7,21,Online,0,0,0,133.45,2,Not_Canceled
25427,INN25428,2,1,0,3,Meal Plan 1,0,Room_Type 1,4,2018,12,28,Online,0,0,0,147.33,2,Not_Canceled
23524,INN23525,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
33097,INN33098,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,12,7,Online,0,0,0,98.0,2,Not_Canceled
25612,INN25613,2,0,0,1,Meal Plan 1,0,Room_Type 4,150,2018,8,27,Online,0,0,0,109.8,1,Not_Canceled
5700,INN05701,2,0,0,3,Not Selected,0,Room_Type 1,10,2017,8,18,Online,0,0,0,81.0,2,Not_Canceled
24975,INN24976,2,1,0,2,Meal Plan 1,0,Room_Type 4,50,2018,7,20,Online,0,0,0,157.9,2,Not_Canceled
24507,INN24508,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,2,26,Offline,0,0,0,70.0,0,Not_Canceled
26241,INN26242,2,0,3,7,Meal Plan 1,0,Room_Type 1,87,2017,7,10,Online,0,0,0,58.9,1,Canceled
19780,INN19781,1,0,0,2,Meal Plan 1,0,Room_Type 1,33,2017,9,15,Online,0,0,0,85.5,2,Not_Canceled
34523,INN34524,2,0,2,1,Meal Plan 1,0,Room_Type 4,41,2018,10,15,Online,0,0,0,145.2,2,Not_Canceled
30373,INN30374,2,0,1,4,Meal Plan 2,0,Room_Type 1,197,2018,12,21,Offline,0,0,0,113.4,0,Not_Canceled
32837,INN32838,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
24890,INN24891,2,0,2,2,Meal Plan 1,0,Room_Type 4,71,2018,4,8,Online,0,0,0,107.95,0,Not_Canceled
32018,INN32019,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2018,8,13,Online,0,0,0,105.3,0,Canceled
13907,INN13908,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
16095,INN16096,2,0,2,1,Meal Plan 1,0,Room_Type 4,42,2018,10,2,Online,0,0,0,107.41,1,Not_Canceled
5050,INN05051,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Online,0,0,0,115.0,0,Canceled
5045,INN05046,2,1,0,2,Meal Plan 1,0,Room_Type 4,70,2018,9,15,Online,0,0,0,166.9,0,Canceled
18069,INN18070,2,0,1,5,Meal Plan 1,0,Room_Type 1,32,2018,12,27,Offline,0,0,0,70.0,0,Not_Canceled
8436,INN08437,2,0,0,4,Meal Plan 1,0,Room_Type 1,40,2018,8,31,Offline,0,0,0,85.5,0,Not_Canceled
21175,INN21176,2,0,0,4,Meal Plan 1,0,Room_Type 1,228,2018,10,5,Online,0,0,0,102.85,1,Canceled
29737,INN29738,2,0,1,2,Meal Plan 1,0,Room_Type 1,25,2017,12,4,Online,0,0,0,69.0,0,Not_Canceled
14209,INN14210,2,2,0,1,Meal Plan 1,0,Room_Type 6,4,2018,4,9,Online,0,0,0,211.0,2,Not_Canceled
6770,INN06771,2,2,2,3,Meal Plan 1,0,Room_Type 2,41,2018,9,4,Online,0,0,0,208.93,0,Canceled
21499,INN21500,1,0,2,0,Meal Plan 1,0,Room_Type 1,95,2018,11,20,Online,0,0,0,90.0,2,Canceled
4203,INN04204,1,0,1,3,Not Selected,0,Room_Type 1,6,2018,11,28,Online,0,0,0,49.59,0,Not_Canceled
17470,INN17471,2,0,0,1,Meal Plan 1,0,Room_Type 1,36,2018,8,11,Online,0,0,0,135.9,1,Canceled
3126,INN03127,1,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,90.0,0,Not_Canceled
26639,INN26640,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110.0,0,Canceled
32932,INN32933,2,0,0,1,Not Selected,0,Room_Type 1,6,2018,3,3,Online,0,0,0,87.0,2,Not_Canceled
24288,INN24289,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Offline,0,0,0,94.5,0,Canceled
9496,INN09497,2,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,5,31,Online,0,0,0,111.35,2,Not_Canceled
32157,INN32158,1,0,0,1,Meal Plan 1,0,Room_Type 1,216,2018,11,22,Corporate,0,0,0,137.0,0,Canceled
32891,INN32892,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,2018,10,1,Online,0,0,0,150.0,1,Not_Canceled
11013,INN11014,2,0,1,2,Meal Plan 1,1,Room_Type 1,65,2018,3,28,Online,0,0,0,96.3,0,Not_Canceled
2243,INN02244,2,0,0,2,Meal Plan 1,0,Room_Type 1,23,2017,10,16,Online,0,0,0,98.4,2,Not_Canceled
29764,INN29765,2,0,2,2,Meal Plan 1,0,Room_Type 4,56,2018,9,4,Online,0,0,0,117.45,1,Not_Canceled
28421,INN28422,2,0,2,1,Meal Plan 2,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,Not_Canceled
30677,INN30678,1,0,1,0,Meal Plan 1,0,Room_Type 1,20,2018,1,10,Corporate,0,0,0,66.0,0,Not_Canceled
